Date,ETF,ETF
2018-07-09,SPY,SPY
2018-07-09,MTUM,MTUM
2018-07-09,VLUE,VLUE
2018-07-09,USMV,USMV
2018-07-09,EFA,EFA
2018-07-10,SPY,SPY
2018-07-10,MTUM,MTUM
2018-07-10,VLUE,VLUE
2018-07-10,USMV,USMV
2018-07-10,EFA,EFA
2018-07-11,SPY,SPY
2018-07-11,MTUM,MTUM
2018-07-11,VLUE,VLUE
2018-07-11,USMV,USMV
2018-07-11,EFA,EFA
2018-07-12,SPY,SPY
2018-07-12,MTUM,MTUM
2018-07-12,VLUE,VLUE
2018-07-12,USMV,USMV
2018-07-12,EFA,EFA
2018-07-13,SPY,SPY
2018-07-13,MTUM,MTUM
2018-07-13,VLUE,VLUE
2018-07-13,USMV,USMV
2018-07-13,EFA,EFA
2018-07-16,SPY,SPY
2018-07-16,MTUM,MTUM
2018-07-16,VLUE,VLUE
2018-07-16,USMV,USMV
2018-07-16,EFA,EFA
2018-07-17,SPY,SPY
2018-07-17,MTUM,MTUM
2018-07-17,VLUE,VLUE
2018-07-17,USMV,USMV
2018-07-17,EFA,EFA
2018-07-18,SPY,SPY
2018-07-18,MTUM,MTUM
2018-07-18,VLUE,VLUE
2018-07-18,USMV,USMV
2018-07-18,EFA,EFA
2018-07-19,SPY,SPY
2018-07-19,MTUM,MTUM
2018-07-19,VLUE,VLUE
2018-07-19,USMV,USMV
2018-07-19,EFA,EFA
2018-07-20,SPY,SPY
2018-07-20,MTUM,MTUM
2018-07-20,VLUE,VLUE
2018-07-20,USMV,USMV
2018-07-20,EFA,EFA
2018-07-23,SPY,SPY
2018-07-23,MTUM,MTUM
2018-07-23,VLUE,VLUE
2018-07-23,USMV,USMV
2018-07-23,EFA,EFA
2018-07-24,SPY,SPY
2018-07-24,MTUM,MTUM
2018-07-24,VLUE,VLUE
2018-07-24,USMV,USMV
2018-07-24,EFA,EFA
2018-07-25,SPY,SPY
2018-07-25,MTUM,MTUM
2018-07-25,VLUE,VLUE
2018-07-25,USMV,USMV
2018-07-25,EFA,EFA
2018-07-26,SPY,SPY
2018-07-26,MTUM,MTUM
2018-07-26,VLUE,VLUE
2018-07-26,USMV,USMV
2018-07-26,EFA,EFA
2018-07-27,SPY,SPY
2018-07-27,MTUM,MTUM
2018-07-27,VLUE,VLUE
2018-07-27,USMV,USMV
2018-07-27,EFA,EFA
2018-07-30,SPY,SPY
2018-07-30,MTUM,MTUM
2018-07-30,VLUE,VLUE
2018-07-30,USMV,USMV
2018-07-30,EFA,EFA
2018-07-31,SPY,SPY
2018-07-31,MTUM,MTUM
2018-07-31,VLUE,VLUE
2018-07-31,USMV,USMV
2018-07-31,EFA,EFA
2018-08-01,SPY,SPY
2018-08-01,MTUM,MTUM
2018-08-01,VLUE,VLUE
2018-08-01,USMV,USMV
2018-08-01,EFA,EFA
2018-08-02,SPY,SPY
2018-08-02,MTUM,MTUM
2018-08-02,VLUE,VLUE
2018-08-02,USMV,USMV
2018-08-02,EFA,EFA
2018-08-03,SPY,SPY
2018-08-03,MTUM,MTUM
2018-08-03,VLUE,VLUE
2018-08-03,USMV,USMV
2018-08-03,EFA,EFA
2018-08-06,SPY,SPY
2018-08-06,MTUM,MTUM
2018-08-06,VLUE,VLUE
2018-08-06,USMV,USMV
2018-08-06,EFA,EFA
2018-08-07,SPY,SPY
2018-08-07,MTUM,MTUM
2018-08-07,VLUE,VLUE
2018-08-07,USMV,USMV
2018-08-07,EFA,EFA
2018-08-08,SPY,SPY
2018-08-08,MTUM,MTUM
2018-08-08,VLUE,VLUE
2018-08-08,USMV,USMV
2018-08-08,EFA,EFA
2018-08-09,SPY,SPY
2018-08-09,MTUM,MTUM
2018-08-09,VLUE,VLUE
2018-08-09,USMV,USMV
2018-08-09,EFA,EFA
2018-08-10,SPY,SPY
2018-08-10,MTUM,MTUM
2018-08-10,VLUE,VLUE
2018-08-10,USMV,USMV
2018-08-10,EFA,EFA
2018-08-13,SPY,SPY
2018-08-13,MTUM,MTUM
2018-08-13,VLUE,VLUE
2018-08-13,USMV,USMV
2018-08-13,EFA,EFA
2018-08-14,SPY,SPY
2018-08-14,MTUM,MTUM
2018-08-14,VLUE,VLUE
2018-08-14,USMV,USMV
2018-08-14,EFA,EFA
2018-08-15,SPY,SPY
2018-08-15,MTUM,MTUM
2018-08-15,VLUE,VLUE
2018-08-15,USMV,USMV
2018-08-15,EFA,EFA
2018-08-16,SPY,SPY
2018-08-16,MTUM,MTUM
2018-08-16,VLUE,VLUE
2018-08-16,USMV,USMV
2018-08-16,EFA,EFA
2018-08-17,SPY,SPY
2018-08-17,MTUM,MTUM
2018-08-17,VLUE,VLUE
2018-08-17,USMV,USMV
2018-08-17,EFA,EFA
2018-08-20,SPY,SPY
2018-08-20,MTUM,MTUM
2018-08-20,VLUE,VLUE
2018-08-20,USMV,USMV
2018-08-20,EFA,EFA
2018-08-21,SPY,SPY
2018-08-21,MTUM,MTUM
2018-08-21,VLUE,VLUE
2018-08-21,USMV,USMV
2018-08-21,EFA,EFA
2018-08-22,SPY,SPY
2018-08-22,MTUM,MTUM
2018-08-22,VLUE,VLUE
2018-08-22,USMV,USMV
2018-08-22,EFA,EFA
2018-08-23,SPY,SPY
2018-08-23,MTUM,MTUM
2018-08-23,VLUE,VLUE
2018-08-23,USMV,USMV
2018-08-23,EFA,EFA
2018-08-24,SPY,SPY
2018-08-24,MTUM,MTUM
2018-08-24,VLUE,VLUE
2018-08-24,USMV,USMV
2018-08-24,EFA,EFA
2018-08-27,SPY,SPY
2018-08-27,MTUM,MTUM
2018-08-27,VLUE,VLUE
2018-08-27,USMV,USMV
2018-08-27,EFA,EFA
2018-08-28,SPY,SPY
2018-08-28,MTUM,MTUM
2018-08-28,VLUE,VLUE
2018-08-28,USMV,USMV
2018-08-28,EFA,EFA
2018-08-29,SPY,SPY
2018-08-29,MTUM,MTUM
2018-08-29,VLUE,VLUE
2018-08-29,USMV,USMV
2018-08-29,EFA,EFA
2018-08-30,SPY,SPY
2018-08-30,MTUM,MTUM
2018-08-30,VLUE,VLUE
2018-08-30,USMV,USMV
2018-08-30,EFA,EFA
2018-08-31,SPY,SPY
2018-08-31,MTUM,MTUM
2018-08-31,VLUE,VLUE
2018-08-31,USMV,USMV
2018-08-31,EFA,EFA
2018-09-04,SPY,SPY
2018-09-04,MTUM,MTUM
2018-09-04,VLUE,VLUE
2018-09-04,USMV,USMV
2018-09-04,EFA,EFA
2018-09-05,SPY,SPY
2018-09-05,MTUM,MTUM
2018-09-05,VLUE,VLUE
2018-09-05,USMV,USMV
2018-09-05,EFA,EFA
2018-09-06,SPY,SPY
2018-09-06,MTUM,MTUM
2018-09-06,VLUE,VLUE
2018-09-06,USMV,USMV
2018-09-06,EFA,EFA
2018-09-07,SPY,SPY
2018-09-07,MTUM,MTUM
2018-09-07,VLUE,VLUE
2018-09-07,USMV,USMV
2018-09-07,EFA,EFA
2018-09-10,SPY,SPY
2018-09-10,MTUM,MTUM
2018-09-10,VLUE,VLUE
2018-09-10,USMV,USMV
2018-09-10,EFA,EFA
2018-09-11,SPY,SPY
2018-09-11,MTUM,MTUM
2018-09-11,VLUE,VLUE
2018-09-11,USMV,USMV
2018-09-11,EFA,EFA
2018-09-12,SPY,SPY
2018-09-12,MTUM,MTUM
2018-09-12,VLUE,VLUE
2018-09-12,USMV,USMV
2018-09-12,EFA,EFA
2018-09-13,SPY,SPY
2018-09-13,MTUM,MTUM
2018-09-13,VLUE,VLUE
2018-09-13,USMV,USMV
2018-09-13,EFA,EFA
2018-09-14,SPY,SPY
2018-09-14,MTUM,MTUM
2018-09-14,VLUE,VLUE
2018-09-14,USMV,USMV
2018-09-14,EFA,EFA
2018-09-17,SPY,SPY
2018-09-17,MTUM,MTUM
2018-09-17,VLUE,VLUE
2018-09-17,USMV,USMV
2018-09-17,EFA,EFA
2018-09-18,SPY,SPY
2018-09-18,MTUM,MTUM
2018-09-18,VLUE,VLUE
2018-09-18,USMV,USMV
2018-09-18,EFA,EFA
2018-09-19,SPY,SPY
2018-09-19,MTUM,MTUM
2018-09-19,VLUE,VLUE
2018-09-19,USMV,USMV
2018-09-19,EFA,EFA
2018-09-20,SPY,SPY
2018-09-20,MTUM,MTUM
2018-09-20,VLUE,VLUE
2018-09-20,USMV,USMV
2018-09-20,EFA,EFA
2018-09-21,SPY,SPY
2018-09-21,MTUM,MTUM
2018-09-21,VLUE,VLUE
2018-09-21,USMV,USMV
2018-09-21,EFA,EFA
2018-09-24,SPY,SPY
2018-09-24,MTUM,MTUM
2018-09-24,VLUE,VLUE
2018-09-24,USMV,USMV
2018-09-24,EFA,EFA
2018-09-25,SPY,SPY
2018-09-25,MTUM,MTUM
2018-09-25,VLUE,VLUE
2018-09-25,USMV,USMV
2018-09-25,EFA,EFA
2018-09-26,SPY,SPY
2018-09-26,MTUM,MTUM
2018-09-26,VLUE,VLUE
2018-09-26,USMV,USMV
2018-09-26,EFA,EFA
2018-09-27,SPY,SPY
2018-09-27,MTUM,MTUM
2018-09-27,VLUE,VLUE
2018-09-27,USMV,USMV
2018-09-27,EFA,EFA
2018-09-28,SPY,SPY
2018-09-28,MTUM,MTUM
2018-09-28,VLUE,VLUE
2018-09-28,USMV,USMV
2018-09-28,EFA,EFA
2018-10-01,SPY,SPY
2018-10-01,MTUM,MTUM
2018-10-01,VLUE,VLUE
2018-10-01,USMV,USMV
2018-10-01,EFA,EFA
2018-10-02,SPY,SPY
2018-10-02,MTUM,MTUM
2018-10-02,VLUE,VLUE
2018-10-02,USMV,USMV
2018-10-02,EFA,EFA
2018-10-03,SPY,SPY
2018-10-03,MTUM,MTUM
2018-10-03,VLUE,VLUE
2018-10-03,USMV,USMV
2018-10-03,EFA,EFA
2018-10-04,SPY,SPY
2018-10-04,MTUM,MTUM
2018-10-04,VLUE,VLUE
2018-10-04,USMV,USMV
2018-10-04,EFA,EFA
2018-10-05,SPY,SPY
2018-10-05,MTUM,MTUM
2018-10-05,VLUE,VLUE
2018-10-05,USMV,USMV
2018-10-05,EFA,EFA
2018-10-08,SPY,SPY
2018-10-08,MTUM,MTUM
2018-10-08,VLUE,VLUE
2018-10-08,USMV,USMV
2018-10-08,EFA,EFA
2018-10-09,SPY,SPY
2018-10-09,MTUM,MTUM
2018-10-09,VLUE,VLUE
2018-10-09,USMV,USMV
2018-10-09,EFA,EFA
2018-10-10,SPY,SPY
2018-10-10,MTUM,MTUM
2018-10-10,VLUE,VLUE
2018-10-10,USMV,USMV
2018-10-10,EFA,EFA
2018-10-11,SPY,SPY
2018-10-11,MTUM,MTUM
2018-10-11,VLUE,VLUE
2018-10-11,USMV,USMV
2018-10-11,EFA,EFA
2018-10-12,SPY,SPY
2018-10-12,MTUM,MTUM
2018-10-12,VLUE,VLUE
2018-10-12,USMV,USMV
2018-10-12,EFA,EFA
2018-10-15,SPY,SPY
2018-10-15,MTUM,MTUM
2018-10-15,VLUE,VLUE
2018-10-15,USMV,USMV
2018-10-15,EFA,EFA
2018-10-16,SPY,SPY
2018-10-16,MTUM,MTUM
2018-10-16,VLUE,VLUE
2018-10-16,USMV,USMV
2018-10-16,EFA,EFA
2018-10-17,SPY,SPY
2018-10-17,MTUM,MTUM
2018-10-17,VLUE,VLUE
2018-10-17,USMV,USMV
2018-10-17,EFA,EFA
2018-10-18,SPY,SPY
2018-10-18,MTUM,MTUM
2018-10-18,VLUE,VLUE
2018-10-18,USMV,USMV
2018-10-18,EFA,EFA
2018-10-19,SPY,SPY
2018-10-19,MTUM,MTUM
2018-10-19,VLUE,VLUE
2018-10-19,USMV,USMV
2018-10-19,EFA,EFA
2018-10-22,SPY,SPY
2018-10-22,MTUM,MTUM
2018-10-22,VLUE,VLUE
2018-10-22,USMV,USMV
2018-10-22,EFA,EFA
2018-10-23,SPY,SPY
2018-10-23,MTUM,MTUM
2018-10-23,VLUE,VLUE
2018-10-23,USMV,USMV
2018-10-23,EFA,EFA
2018-10-24,SPY,SPY
2018-10-24,MTUM,MTUM
2018-10-24,VLUE,VLUE
2018-10-24,USMV,USMV
2018-10-24,EFA,EFA
2018-10-25,SPY,SPY
2018-10-25,MTUM,MTUM
2018-10-25,VLUE,VLUE
2018-10-25,USMV,USMV
2018-10-25,EFA,EFA
2018-10-26,SPY,SPY
2018-10-26,MTUM,MTUM
2018-10-26,VLUE,VLUE
2018-10-26,USMV,USMV
2018-10-26,EFA,EFA
2018-10-29,SPY,SPY
2018-10-29,MTUM,MTUM
2018-10-29,VLUE,VLUE
2018-10-29,USMV,USMV
2018-10-29,EFA,EFA
2018-10-30,SPY,SPY
2018-10-30,MTUM,MTUM
2018-10-30,VLUE,VLUE
2018-10-30,USMV,USMV
2018-10-30,EFA,EFA
2018-10-31,SPY,SPY
2018-10-31,MTUM,MTUM
2018-10-31,VLUE,VLUE
2018-10-31,USMV,USMV
2018-10-31,EFA,EFA
2018-11-01,SPY,SPY
2018-11-01,MTUM,MTUM
2018-11-01,VLUE,VLUE
2018-11-01,USMV,USMV
2018-11-01,EFA,EFA
2018-11-02,SPY,SPY
2018-11-02,MTUM,MTUM
2018-11-02,VLUE,VLUE
2018-11-02,USMV,USMV
2018-11-02,EFA,EFA
2018-11-05,SPY,SPY
2018-11-05,MTUM,MTUM
2018-11-05,VLUE,VLUE
2018-11-05,USMV,USMV
2018-11-05,EFA,EFA
2018-11-06,SPY,SPY
2018-11-06,MTUM,MTUM
2018-11-06,VLUE,VLUE
2018-11-06,USMV,USMV
2018-11-06,EFA,EFA
2018-11-07,SPY,SPY
2018-11-07,MTUM,MTUM
2018-11-07,VLUE,VLUE
2018-11-07,USMV,USMV
2018-11-07,EFA,EFA
2018-11-08,SPY,SPY
2018-11-08,MTUM,MTUM
2018-11-08,VLUE,VLUE
2018-11-08,USMV,USMV
2018-11-08,EFA,EFA
2018-11-09,SPY,SPY
2018-11-09,MTUM,MTUM
2018-11-09,VLUE,VLUE
2018-11-09,USMV,USMV
2018-11-09,EFA,EFA
2018-11-12,SPY,SPY
2018-11-12,MTUM,MTUM
2018-11-12,VLUE,VLUE
2018-11-12,USMV,USMV
2018-11-12,EFA,EFA
2018-11-13,SPY,SPY
2018-11-13,MTUM,MTUM
2018-11-13,VLUE,VLUE
2018-11-13,USMV,USMV
2018-11-13,EFA,EFA
2018-11-14,SPY,SPY
2018-11-14,MTUM,MTUM
2018-11-14,VLUE,VLUE
2018-11-14,USMV,USMV
2018-11-14,EFA,EFA
2018-11-15,SPY,SPY
2018-11-15,MTUM,MTUM
2018-11-15,VLUE,VLUE
2018-11-15,USMV,USMV
2018-11-15,EFA,EFA
2018-11-16,SPY,SPY
2018-11-16,MTUM,MTUM
2018-11-16,VLUE,VLUE
2018-11-16,USMV,USMV
2018-11-16,EFA,EFA
2018-11-19,SPY,SPY
2018-11-19,MTUM,MTUM
2018-11-19,VLUE,VLUE
2018-11-19,USMV,USMV
2018-11-19,EFA,EFA
2018-11-20,SPY,SPY
2018-11-20,MTUM,MTUM
2018-11-20,VLUE,VLUE
2018-11-20,USMV,USMV
2018-11-20,EFA,EFA
2018-11-21,SPY,SPY
2018-11-21,MTUM,MTUM
2018-11-21,VLUE,VLUE
2018-11-21,USMV,USMV
2018-11-21,EFA,EFA
2018-11-23,SPY,SPY
2018-11-23,MTUM,MTUM
2018-11-23,VLUE,VLUE
2018-11-23,USMV,USMV
2018-11-23,EFA,EFA
2018-11-26,SPY,SPY
2018-11-26,MTUM,MTUM
2018-11-26,VLUE,VLUE
2018-11-26,USMV,USMV
2018-11-26,EFA,EFA
2018-11-27,SPY,SPY
2018-11-27,MTUM,MTUM
2018-11-27,VLUE,VLUE
2018-11-27,USMV,USMV
2018-11-27,EFA,EFA
2018-11-28,SPY,SPY
2018-11-28,MTUM,MTUM
2018-11-28,VLUE,VLUE
2018-11-28,USMV,USMV
2018-11-28,EFA,EFA
2018-11-29,SPY,SPY
2018-11-29,MTUM,MTUM
2018-11-29,VLUE,VLUE
2018-11-29,USMV,USMV
2018-11-29,EFA,EFA
2018-11-30,SPY,SPY
2018-11-30,MTUM,MTUM
2018-11-30,VLUE,VLUE
2018-11-30,USMV,USMV
2018-11-30,EFA,EFA
2018-12-03,SPY,SPY
2018-12-03,MTUM,MTUM
2018-12-03,VLUE,VLUE
2018-12-03,USMV,USMV
2018-12-03,EFA,EFA
2018-12-04,SPY,SPY
2018-12-04,MTUM,MTUM
2018-12-04,VLUE,VLUE
2018-12-04,USMV,USMV
2018-12-04,EFA,EFA
2018-12-06,SPY,SPY
2018-12-06,MTUM,MTUM
2018-12-06,VLUE,VLUE
2018-12-06,USMV,USMV
2018-12-06,EFA,EFA
2018-12-07,SPY,SPY
2018-12-07,MTUM,MTUM
2018-12-07,VLUE,VLUE
2018-12-07,USMV,USMV
2018-12-07,EFA,EFA
2018-12-10,SPY,SPY
2018-12-10,MTUM,MTUM
2018-12-10,VLUE,VLUE
2018-12-10,USMV,USMV
2018-12-10,EFA,EFA
2018-12-11,SPY,SPY
2018-12-11,MTUM,MTUM
2018-12-11,VLUE,VLUE
2018-12-11,USMV,USMV
2018-12-11,EFA,EFA
2018-12-12,SPY,SPY
2018-12-12,MTUM,MTUM
2018-12-12,VLUE,VLUE
2018-12-12,USMV,USMV
2018-12-12,EFA,EFA
2018-12-13,SPY,SPY
2018-12-13,MTUM,MTUM
2018-12-13,VLUE,VLUE
2018-12-13,USMV,USMV
2018-12-13,EFA,EFA
2018-12-14,SPY,SPY
2018-12-14,MTUM,MTUM
2018-12-14,VLUE,VLUE
2018-12-14,USMV,USMV
2018-12-14,EFA,EFA
2018-12-17,SPY,SPY
2018-12-17,MTUM,MTUM
2018-12-17,VLUE,VLUE
2018-12-17,USMV,USMV
2018-12-17,EFA,EFA
2018-12-18,SPY,SPY
2018-12-18,MTUM,MTUM
2018-12-18,VLUE,VLUE
2018-12-18,USMV,USMV
2018-12-18,EFA,EFA
2018-12-19,SPY,SPY
2018-12-19,MTUM,MTUM
2018-12-19,VLUE,VLUE
2018-12-19,USMV,USMV
2018-12-19,EFA,EFA
2018-12-20,SPY,SPY
2018-12-20,MTUM,MTUM
2018-12-20,VLUE,VLUE
2018-12-20,USMV,USMV
2018-12-20,EFA,EFA
2018-12-21,SPY,SPY
2018-12-21,MTUM,MTUM
2018-12-21,VLUE,VLUE
2018-12-21,USMV,USMV
2018-12-21,EFA,EFA
2018-12-24,SPY,SPY
2018-12-24,MTUM,MTUM
2018-12-24,VLUE,VLUE
2018-12-24,USMV,USMV
2018-12-24,EFA,EFA
2018-12-26,SPY,SPY
2018-12-26,MTUM,MTUM
2018-12-26,VLUE,VLUE
2018-12-26,USMV,USMV
2018-12-26,EFA,EFA
2018-12-27,SPY,SPY
2018-12-27,MTUM,MTUM
2018-12-27,VLUE,VLUE
2018-12-27,USMV,USMV
2018-12-27,EFA,EFA
2018-12-28,SPY,SPY
2018-12-28,MTUM,MTUM
2018-12-28,VLUE,VLUE
2018-12-28,USMV,USMV
2018-12-28,EFA,EFA
2018-12-31,SPY,SPY
2018-12-31,MTUM,MTUM
2018-12-31,VLUE,VLUE
2018-12-31,USMV,USMV
2018-12-31,EFA,EFA
2019-01-02,SPY,SPY
2019-01-02,MTUM,MTUM
2019-01-02,VLUE,VLUE
2019-01-02,USMV,USMV
2019-01-02,EFA,EFA
2019-01-03,SPY,SPY
2019-01-03,MTUM,MTUM
2019-01-03,VLUE,VLUE
2019-01-03,USMV,USMV
2019-01-03,EFA,EFA
2019-01-04,SPY,SPY
2019-01-04,MTUM,MTUM
2019-01-04,VLUE,VLUE
2019-01-04,USMV,USMV
2019-01-04,EFA,EFA
2019-01-07,SPY,SPY
2019-01-07,MTUM,MTUM
2019-01-07,VLUE,VLUE
2019-01-07,USMV,USMV
2019-01-07,EFA,EFA
2019-01-08,SPY,SPY
2019-01-08,MTUM,MTUM
2019-01-08,VLUE,VLUE
2019-01-08,USMV,USMV
2019-01-08,EFA,EFA
2019-01-09,SPY,SPY
2019-01-09,MTUM,MTUM
2019-01-09,VLUE,VLUE
2019-01-09,USMV,USMV
2019-01-09,EFA,EFA
2019-01-10,SPY,SPY
2019-01-10,MTUM,MTUM
2019-01-10,VLUE,VLUE
2019-01-10,USMV,USMV
2019-01-10,EFA,EFA
2019-01-11,SPY,SPY
2019-01-11,MTUM,MTUM
2019-01-11,VLUE,VLUE
2019-01-11,USMV,USMV
2019-01-11,EFA,EFA
2019-01-14,SPY,SPY
2019-01-14,MTUM,MTUM
2019-01-14,VLUE,VLUE
2019-01-14,USMV,USMV
2019-01-14,EFA,EFA
2019-01-15,SPY,SPY
2019-01-15,MTUM,MTUM
2019-01-15,VLUE,VLUE
2019-01-15,USMV,USMV
2019-01-15,EFA,EFA
2019-01-16,SPY,SPY
2019-01-16,MTUM,MTUM
2019-01-16,VLUE,VLUE
2019-01-16,USMV,USMV
2019-01-16,EFA,EFA
2019-01-17,SPY,SPY
2019-01-17,MTUM,MTUM
2019-01-17,VLUE,VLUE
2019-01-17,USMV,USMV
2019-01-17,EFA,EFA
2019-01-18,SPY,SPY
2019-01-18,MTUM,MTUM
2019-01-18,VLUE,VLUE
2019-01-18,USMV,USMV
2019-01-18,EFA,EFA
2019-01-22,SPY,SPY
2019-01-22,MTUM,MTUM
2019-01-22,VLUE,VLUE
2019-01-22,USMV,USMV
2019-01-22,EFA,EFA
2019-01-23,SPY,SPY
2019-01-23,MTUM,MTUM
2019-01-23,VLUE,VLUE
2019-01-23,USMV,USMV
2019-01-23,EFA,EFA
2019-01-24,SPY,SPY
2019-01-24,MTUM,MTUM
2019-01-24,VLUE,VLUE
2019-01-24,USMV,USMV
2019-01-24,EFA,EFA
2019-01-25,SPY,SPY
2019-01-25,MTUM,MTUM
2019-01-25,VLUE,VLUE
2019-01-25,USMV,USMV
2019-01-25,EFA,EFA
2019-01-28,SPY,SPY
2019-01-28,MTUM,MTUM
2019-01-28,VLUE,VLUE
2019-01-28,USMV,USMV
2019-01-28,EFA,EFA
2019-01-29,SPY,SPY
2019-01-29,MTUM,MTUM
2019-01-29,VLUE,VLUE
2019-01-29,USMV,USMV
2019-01-29,EFA,EFA
2019-01-30,SPY,SPY
2019-01-30,MTUM,MTUM
2019-01-30,VLUE,VLUE
2019-01-30,USMV,USMV
2019-01-30,EFA,EFA
2019-01-31,SPY,SPY
2019-01-31,MTUM,MTUM
2019-01-31,VLUE,VLUE
2019-01-31,USMV,USMV
2019-01-31,EFA,EFA
2019-02-01,SPY,SPY
2019-02-01,MTUM,MTUM
2019-02-01,VLUE,VLUE
2019-02-01,USMV,USMV
2019-02-01,EFA,EFA
2019-02-04,SPY,SPY
2019-02-04,MTUM,MTUM
2019-02-04,VLUE,VLUE
2019-02-04,USMV,USMV
2019-02-04,EFA,EFA
2019-02-05,SPY,SPY
2019-02-05,MTUM,MTUM
2019-02-05,VLUE,VLUE
2019-02-05,USMV,USMV
2019-02-05,EFA,EFA
2019-02-06,SPY,SPY
2019-02-06,MTUM,MTUM
2019-02-06,VLUE,VLUE
2019-02-06,USMV,USMV
2019-02-06,EFA,EFA
2019-02-07,SPY,SPY
2019-02-07,MTUM,MTUM
2019-02-07,VLUE,VLUE
2019-02-07,USMV,USMV
2019-02-07,EFA,EFA
2019-02-08,SPY,SPY
2019-02-08,MTUM,MTUM
2019-02-08,VLUE,VLUE
2019-02-08,USMV,USMV
2019-02-08,EFA,EFA
2019-02-11,SPY,SPY
2019-02-11,MTUM,MTUM
2019-02-11,VLUE,VLUE
2019-02-11,USMV,USMV
2019-02-11,EFA,EFA
2019-02-12,SPY,SPY
2019-02-12,MTUM,MTUM
2019-02-12,VLUE,VLUE
2019-02-12,USMV,USMV
2019-02-12,EFA,EFA
2019-02-13,SPY,SPY
2019-02-13,MTUM,MTUM
2019-02-13,VLUE,VLUE
2019-02-13,USMV,USMV
2019-02-13,EFA,EFA
2019-02-14,SPY,SPY
2019-02-14,MTUM,MTUM
2019-02-14,VLUE,VLUE
2019-02-14,USMV,USMV
2019-02-14,EFA,EFA
2019-02-15,SPY,SPY
2019-02-15,MTUM,MTUM
2019-02-15,VLUE,VLUE
2019-02-15,USMV,USMV
2019-02-15,EFA,EFA
2019-02-19,SPY,SPY
2019-02-19,MTUM,MTUM
2019-02-19,VLUE,VLUE
2019-02-19,USMV,USMV
2019-02-19,EFA,EFA
2019-02-20,SPY,SPY
2019-02-20,MTUM,MTUM
2019-02-20,VLUE,VLUE
2019-02-20,USMV,USMV
2019-02-20,EFA,EFA
2019-02-21,SPY,SPY
2019-02-21,MTUM,MTUM
2019-02-21,VLUE,VLUE
2019-02-21,USMV,USMV
2019-02-21,EFA,EFA
2019-02-22,SPY,SPY
2019-02-22,MTUM,MTUM
2019-02-22,VLUE,VLUE
2019-02-22,USMV,USMV
2019-02-22,EFA,EFA
2019-02-25,SPY,SPY
2019-02-25,MTUM,MTUM
2019-02-25,VLUE,VLUE
2019-02-25,USMV,USMV
2019-02-25,EFA,EFA
2019-02-26,SPY,SPY
2019-02-26,MTUM,MTUM
2019-02-26,VLUE,VLUE
2019-02-26,USMV,USMV
2019-02-26,EFA,EFA
2019-02-27,SPY,SPY
2019-02-27,MTUM,MTUM
2019-02-27,VLUE,VLUE
2019-02-27,USMV,USMV
2019-02-27,EFA,EFA
2019-02-28,SPY,SPY
2019-02-28,MTUM,MTUM
2019-02-28,VLUE,VLUE
2019-02-28,USMV,USMV
2019-02-28,EFA,EFA
2019-03-01,SPY,SPY
2019-03-01,MTUM,MTUM
2019-03-01,VLUE,VLUE
2019-03-01,USMV,USMV
2019-03-01,EFA,EFA
2019-03-04,SPY,SPY
2019-03-04,MTUM,MTUM
2019-03-04,VLUE,VLUE
2019-03-04,USMV,USMV
2019-03-04,EFA,EFA
2019-03-05,SPY,SPY
2019-03-05,MTUM,MTUM
2019-03-05,VLUE,VLUE
2019-03-05,USMV,USMV
2019-03-05,EFA,EFA
2019-03-06,SPY,SPY
2019-03-06,MTUM,MTUM
2019-03-06,VLUE,VLUE
2019-03-06,USMV,USMV
2019-03-06,EFA,EFA
2019-03-07,SPY,SPY
2019-03-07,MTUM,MTUM
2019-03-07,VLUE,VLUE
2019-03-07,USMV,USMV
2019-03-07,EFA,EFA
2019-03-08,SPY,SPY
2019-03-08,MTUM,MTUM
2019-03-08,VLUE,VLUE
2019-03-08,USMV,USMV
2019-03-08,EFA,EFA
2019-03-11,SPY,SPY
2019-03-11,MTUM,MTUM
2019-03-11,VLUE,VLUE
2019-03-11,USMV,USMV
2019-03-11,EFA,EFA
2019-03-12,SPY,SPY
2019-03-12,MTUM,MTUM
2019-03-12,VLUE,VLUE
2019-03-12,USMV,USMV
2019-03-12,EFA,EFA
2019-03-13,SPY,SPY
2019-03-13,MTUM,MTUM
2019-03-13,VLUE,VLUE
2019-03-13,USMV,USMV
2019-03-13,EFA,EFA
2019-03-14,SPY,SPY
2019-03-14,MTUM,MTUM
2019-03-14,VLUE,VLUE
2019-03-14,USMV,USMV
2019-03-14,EFA,EFA
2019-03-15,SPY,SPY
2019-03-15,MTUM,MTUM
2019-03-15,VLUE,VLUE
2019-03-15,USMV,USMV
2019-03-15,EFA,EFA
2019-03-18,SPY,SPY
2019-03-18,MTUM,MTUM
2019-03-18,VLUE,VLUE
2019-03-18,USMV,USMV
2019-03-18,EFA,EFA
2019-03-19,SPY,SPY
2019-03-19,MTUM,MTUM
2019-03-19,VLUE,VLUE
2019-03-19,USMV,USMV
2019-03-19,EFA,EFA
2019-03-20,SPY,SPY
2019-03-20,MTUM,MTUM
2019-03-20,VLUE,VLUE
2019-03-20,USMV,USMV
2019-03-20,EFA,EFA
2019-03-21,SPY,SPY
2019-03-21,MTUM,MTUM
2019-03-21,VLUE,VLUE
2019-03-21,USMV,USMV
2019-03-21,EFA,EFA
